tinyId,permissibleValue,valueMeaningDefinition,conceptId,conceptSource,valueMeaningName,codeSystemName,valueMeaningCode,codeSystemVersion
us514QyTwz,1,NA,NA,NA,1,NA,NA,NA
us9oDMWH_bn,2,2,NA,NA,2,NA,NA,NA
USdkVs_Hi,4,NA,NA,NA,4,NA,NA,NA
UseXHErk1Ub,4,4,NA,NA,4,NA,NA,NA
UsJr17nZfu0,12,12,NA,NA,12,NA,NA,NA
uSKUZYF9Gkt,6,6,NA,NA,6,NA,NA,NA
UsoC0W_sjAJ,3,3,NA,NA,3,NA,NA,NA
uSWBVMGTz1,5,NA,NA,NA,5,NA,NA,NA
UsZJBrmgWuT,4,4,NA,NA,4,NA,NA,NA
uTgvVnXwqM4,3,3,NA,NA,3,NA,NA,NA
uThZM9MKdH,5,NA,NA,NA,5,NA,NA,NA
UtJ8zVYFx,4,NA,NA,NA,4,NA,NA,NA
utsQzfy2S,3,3,NA,NA,3,NA,NA,NA
utTvJVugVD8,3,3,NA,NA,3,NA,NA,NA
UtvG4oWWO0,5,NA,NA,NA,5,NA,NA,NA
UU_3U3xKjyX,5,5,NA,NA,5,NA,NA,NA
UuAfnfBOva7,4,4,NA,NA,4,NA,NA,NA
UuCdpZv55QR,5,5,NA,NA,5,NA,NA,NA
UufPA8_9A0w,2,2,NA,NA,2,NA,NA,NA
UUjoD4nCQ90,3,3,NA,NA,3,NA,NA,NA
uUmpH5Eyb4m,3,3,NA,NA,3,NA,NA,NA
uUMWFBKn1zQ,5,5,NA,NA,5,NA,NA,NA
uuVwiTdcc,2,NA,NA,NA,2,2,2,NA
UuYRJPSJ7wc,4,4,NA,NA,4,NA,NA,NA
UV5A4Az6KHa,2,2,NA,NA,2,NA,NA,NA
uV7Rd_2TfI,3,NA,NA,NA,3,NA,NA,NA
UVOhH3yVoQm,3,3,NA,NA,3,NA,NA,NA
UvqsWAoQ7On,5,5,NA,NA,5,NA,NA,NA
uw4AdPfXH,2,2,NA,NA,2,NA,NA,NA
uWbSFL6qY,5,NA,NA,NA,5,5,5,NA
UwE_L9T_kj,3,NA,NA,NA,3,NA,NA,NA
uWGj8y4Wfz6,3,3,NA,NA,3,NA,NA,NA
UWPQaHjvDU,2,NA,NA,NA,2,NA,NA,NA
uWW2a00p2Nr,5,5,NA,NA,5,NA,NA,NA
UxdJg6Cb4y,3,3,3,3,NA,3,3,NA
UXGer6Hu8,5,NA,NA,NA,5,NA,NA,NA
uXm5o5qo3S,3,NA,NA,NA,3,NA,NA,NA
UXq6O9gm_V,2,NA,NA,NA,2,NA,NA,NA
uXVsteqnhyV,5,5,NA,NA,5,NA,NA,NA
uy2npZqSqZm,3,3,NA,NA,3,NA,NA,NA
UYAULPYHH,4,NA,NA,NA,4,NA,NA,NA
uyB5hBBP1QQ,2,2,NA,NA,2,NA,NA,NA
Uyn61XjDwTa,5,5,NA,NA,5,NA,NA,NA
Uyocn36AdNE,5,5,NA,NA,5,NA,NA,NA
uyq1MCo0Hu8,5,5,NA,NA,5,NA,NA,NA
UyyZu6PUT_u,5,5,NA,NA,5,NA,NA,NA
uZ76p7XA6_s,3,3,NA,NA,3,NA,NA,NA
uZJPQC2g9x,5,NA,NA,NA,5,NA,NA,NA
uzoNv8VYe88,3,3,NA,NA,3,NA,NA,NA
UZPqRspguF,5,NA,NA,NA,5,NA,NA,NA
uZpvAndaQB,2,NA,NA,NA,2,NA,NA,NA
UzQf8CvaD_H,5,5,NA,NA,5,NA,NA,NA
uzWD0bPnMo7,1,1,NA,NA,1,NA,NA,NA
UZZVQryWuT,5,5,NA,NA,5,NA,NA,NA
V__ZlUk3Rf,5,NA,NA,NA,5,NA,NA,NA
v_uLuXdi7,2,2,NA,NA,2,NA,NA,NA
v_z47CQDXV,2,2,NA,NA,2,NA,NA,NA
V0D2EYtcHQM,2,2,NA,NA,2,NA,NA,NA
V0HdtqU4IG,1,NA,NA,NA,1,NA,NA,NA
V0pNgAkvDzD,2,2,NA,NA,2,NA,NA,NA
v0TB0R2ThGM,3,3,NA,NA,3,NA,NA,NA
V12Sc82kf0r,2,2,NA,NA,2,NA,NA,NA
v149_ut_7M9,3,3,NA,NA,3,NA,NA,NA
V1fFcdWupor,2,2,NA,NA,2,NA,NA,NA
v1fsec4_XO,2,2,NA,NA,2,NA,NA,NA
v1h9N85x9fe,4,4,NA,NA,4,NA,NA,NA
V1HtABsFF,3,3,NA,NA,3,NA,NA,NA
V1MI8tE8Xd,5,NA,NA,NA,5,NA,NA,NA
V1NgQpdUUAm,4,4,NA,NA,4,NA,NA,NA
V22to_3sJS0,24,24,NA,NA,24,NA,NA,NA
V2gg9BAWZZP,3,3,NA,NA,3,NA,NA,NA
V2kBmnrd9MH,8,8,NA,NA,8,NA,NA,NA
v2tjWKwynAK,4,4,NA,NA,4,NA,NA,NA
v2U9VG_z8de,8,8,NA,NA,8,NA,NA,NA
V2zTMwEgypv,2,2,NA,NA,2,NA,NA,NA
v35qq66nt9U,2,2,NA,NA,2,NA,NA,NA
v3GmZgznNg,9,NA,NA,NA,9,NA,NA,NA
V3XFtSMM_AZ,4,4,NA,NA,4,NA,NA,NA
V42v8kUWEF8,3,3,NA,NA,3,NA,NA,NA
V4FPhz1rMyG,3,3,NA,NA,3,NA,NA,NA
v4SKIwkRr_,5,NA,NA,NA,5,NA,NA,NA
V4ZRVBoI0,2,NA,NA,NA,2,NA,NA,NA
v57PyACnXGN,4,4,NA,NA,4,NA,NA,NA
v5fACo9z5Py,2,2,NA,NA,2,NA,NA,NA
V5hZwhOJWv,4,4,NA,NA,4,NA,NA,NA
v5yH3DXtk8J,2,2,NA,NA,2,NA,NA,NA
V6_J_faBcR,3,NA,NA,NA,3,NA,NA,NA
v6Fwk2uED,3,NA,NA,NA,3,NA,NA,NA
V6M3VIENyH,2,NA,NA,NA,2,NA,NA,NA
V6vfbFb99uT,5,5,NA,NA,5,NA,NA,NA
v7870z72uQ,5,NA,NA,NA,5,NA,NA,NA
V7cDAncXl0,3,NA,NA,NA,3,3,3,NA
V7DNuNb_L0,2,2,NA,NA,2,NA,NA,NA
V7pNVZMVVo,4,4,NA,NA,4,NA,NA,NA
v8B92gF2ZJO,4,4,NA,NA,4,NA,NA,NA
V8GbuNAtd7a,5,5,NA,NA,5,NA,NA,NA
v8GQ3y2cxOV,6,6,NA,NA,6,NA,NA,NA
V9XBmvzZEhv,2,2,NA,NA,2,NA,NA,NA
v9z6eKKwUX,2,NA,NA,NA,2,NA,NA,NA
va3X0h36vI,3,NA,NA,NA,3,NA,NA,NA
VA7zXvNVAAS,3,3,NA,NA,3,NA,NA,NA
vaB0jfPjHU,5,NA,NA,NA,5,NA,NA,NA
vAcKaV1KV,4,4,NA,NA,4,NA,NA,NA
VAEk7usGb4v,3,3,NA,NA,3,NA,NA,NA
vahCkUxynds,2,2,NA,NA,2,NA,NA,NA
vAiWiYmPGd,2,NA,NA,NA,2,NA,NA,NA
VaOuWF1dA,5,NA,NA,NA,5,NA,NA,NA
vaUwJAG2JAd,2,2,NA,NA,2,NA,NA,NA
VB2Cee4_RXD,2,2,NA,NA,2,NA,NA,NA
Vb5AT0eybNT,7,7,NA,NA,7,NA,NA,NA
vb6CAxdbJjk,5,5,NA,NA,5,NA,NA,NA
vBGV1MPF1me,2,2,NA,NA,2,NA,NA,NA
vBgZrOfdDr2,4,4,NA,NA,4,NA,NA,NA
vbHa1Nt08Bk,3,3,NA,NA,3,NA,NA,NA
vbnhoZq9ktw,3,3,NA,NA,3,NA,NA,NA
vBrRvvxkyH,4,NA,NA,NA,4,NA,NA,NA
VbSAknDn1uO,2,2,NA,NA,2,NA,NA,NA
Vbufd4W43,5,NA,NA,NA,5,NA,NA,NA
vCKgw7g2oG,5,NA,NA,NA,5,NA,NA,NA
vcOEb0fhXMX,3,3,NA,NA,3,NA,NA,NA
VCuYk7t6p,3,3,NA,NA,3,NA,NA,NA
VcZfPUzXYAZ,2,2,NA,NA,2,NA,NA,NA
Vd_NzDmzAt_,6,6,NA,NA,6,NA,NA,NA
vD1ZOqd0vA9,2,2,NA,NA,2,NA,NA,NA
vd6UVix7,3,NA,NA,NA,3,NA,NA,NA
vDM0b_10z_Z,3,3,NA,NA,3,NA,NA,NA
VDPrh72FyC4,2,2,NA,NA,2,NA,NA,NA
vdsCVLCmQI,2,2,NA,NA,2,NA,NA,NA
vE1KIuwi16,9,9,9,9,NA,9,9,NA
Vecww3ntKzQ,2,2,NA,NA,2,NA,NA,NA
VEFFHtPMjG,5,NA,NA,NA,5,NA,NA,NA
VeGSsnA86HJ,5,5,NA,NA,5,NA,NA,NA
vEMsguVC7xB,5,5,NA,NA,5,NA,NA,NA
VeWKyAD8qTy,5,5,NA,NA,5,NA,NA,NA
veXjlBGrx4,16,NA,NA,NA,16,NA,NA,NA
vF12N_Fy5bZ,4,4,NA,NA,4,NA,NA,NA
VFJDg2oxUgo,4,4,NA,NA,4,NA,NA,NA
vFnKmwf3jf,5,5,NA,NA,5,NA,NA,NA
Vfo5leZ8R6,2,NA,NA,NA,2,NA,NA,NA
VFSJ6gUrKzR,4,4,NA,NA,4,NA,NA,NA
VFtwu4bhVx,7,NA,NA,NA,7,NA,NA,NA
vfXFMsfB4aG,5,5,NA,NA,5,NA,NA,NA
vG7ov3a7aCs,5,5,NA,NA,5,NA,NA,NA
VG8UruVwrfD,16,16,NA,NA,16,NA,NA,NA
VGjCPo_H1f6,5,5,NA,NA,5,NA,NA,NA
VGkMntoHBq5,2,2,NA,NA,2,NA,NA,NA
VgKRl8pNa_,2,NA,NA,NA,2,NA,NA,NA
VgoipAmMSg,2,2,NA,NA,2,NA,NA,NA
Vh2EndUoX,2,NA,NA,NA,2,NA,NA,NA
vH91C2Jt43w,5,5,NA,NA,5,NA,NA,NA
VHAjN_ycZ6,2,NA,NA,NA,2,NA,NA,NA
VHBZaHO2dAM,3,3,NA,NA,3,NA,NA,NA
Vhh_cf_291,7,7,NA,NA,7,NA,NA,NA
VhiU5y0qLp,5,NA,NA,NA,5,NA,NA,NA
VhS9DTU5BMq,3,3,NA,NA,3,NA,NA,NA
VHZ9oejIBK,5,NA,NA,NA,5,NA,NA,NA
vI5OdhS1E,2,NA,NA,NA,2,2,2,NA
viH2eZa3Z,3,3,NA,NA,3,NA,NA,NA
vJbr1n4Zci,3,NA,NA,NA,3,NA,NA,NA
vJeQY0_wtVe,5,5,NA,NA,5,NA,NA,NA
VjfYWw0N0_T,5,5,NA,NA,5,NA,NA,NA
VJggJ_ypZD,3,NA,NA,NA,3,NA,NA,NA
VJI91m4sev,7,7,NA,NA,7,NA,NA,NA
vJK_lWLmf,5,NA,NA,NA,5,NA,NA,NA
VjN_RPhAkA,5,NA,NA,NA,5,NA,NA,NA
vJnCe1Jmsqo,9,9,NA,NA,9,NA,NA,NA
vJoR0TSukh,2,2,NA,NA,2,NA,NA,NA
vJPVWAcqgmo,2,2,NA,NA,2,NA,NA,NA
VJQsHqjC_R,3,NA,NA,NA,3,NA,NA,NA
VjSvrMKLwt,3,NA,NA,NA,3,NA,NA,NA
VJxqek6Psnk,5,5,NA,NA,5,NA,NA,NA
vk5ojItAm1,4,NA,NA,NA,4,NA,NA,NA
Vk8HAuzsaNy,5,5,NA,NA,5,NA,NA,NA
vkdNpVKpIc,2,2,NA,NA,2,NA,NA,NA
VKE8HzER9,5,5,NA,NA,5,NA,NA,NA
VkgbCqV0hmY,3,3,NA,NA,3,NA,NA,NA
VKN1ye1GEeO,6,6,NA,NA,6,NA,NA,NA
VKoQmNdHNNT,3,3,NA,NA,3,NA,NA,NA
vKOuAXEC_tx,4,4,NA,NA,4,NA,NA,NA
VkQdOrPFzkB,8,8,NA,NA,8,NA,NA,NA
VL2NshlYsn,2,NA,NA,NA,2,NA,NA,NA
VLQrzNnsm,3,3,NA,NA,3,NA,NA,NA
VlZEcYUTd,2,NA,NA,NA,2,NA,NA,NA
vM4_m0gSmRc,9,9,NA,NA,9,NA,NA,NA
VmHkE5LVfH,2,NA,NA,NA,2,NA,NA,NA
VMMgfM_6G,4,NA,NA,NA,4,NA,NA,NA
Vmw1t72qzKf,5,5,NA,NA,5,NA,NA,NA
vn2nq_MuXy,4,NA,NA,NA,4,NA,NA,NA
vNgN_JOpKb7,2,2,NA,NA,2,NA,NA,NA
VNoSMDHGJUg,4,4,NA,NA,4,NA,NA,NA
VnsrQiO_hX,9,9,NA,NA,9,NA,NA,NA
vnwmNKpu0E,3,NA,NA,NA,3,NA,NA,NA
Vo4SZjr9,4,NA,NA,NA,4,NA,NA,NA
VoARCjymGI,6,NA,NA,NA,6,NA,NA,NA
voEZymW8SD,2,2,NA,NA,2,NA,NA,NA
vOGS_EUv50e,10,10,NA,NA,10,NA,NA,NA
VOQO3bEzuSr,7,2,NA,NA,2,NA,NA,NA
vOrCZz_Ec1W,3,3,NA,NA,3,NA,NA,NA
voRpKSReyW9,5,5,NA,NA,5,NA,NA,NA
voUuGH4PxAX,3,3,NA,NA,3,NA,NA,NA
vp46VkYaMBG,2,2,NA,NA,2,NA,NA,NA
vPct0C7gYQM,2,2,NA,NA,2,NA,NA,NA
vpfkRSlh8I,5,5,NA,NA,5,NA,NA,NA
VpyXnHFSwWp,4,4,NA,NA,4,NA,NA,NA
Vq97OFXAova,5,5,NA,NA,5,NA,NA,NA
VqiW1ruYrq,4,NA,NA,NA,4,NA,NA,NA
vqWukaD4boZ,3,3,NA,NA,3,NA,NA,NA
vqxNsvfcdhs,2,2,NA,NA,2,NA,NA,NA
vQZSSIiKE,3,NA,NA,NA,3,NA,NA,NA
vRCajAorc_e,6,6,NA,NA,6,NA,NA,NA
vrkNyAsOgnG,5,5,NA,NA,5,NA,NA,NA
vrnq4yQ6mru,5,5,NA,NA,5,NA,NA,NA
VSA0gU8_zM,2,NA,NA,NA,2,NA,NA,NA
vsCGnkE7va,2,NA,NA,NA,2,NA,NA,NA
VSmU85qKA7,3,3,3,3,NA,3,3,NA
vsWPCjtPs,3,3,NA,NA,3,NA,NA,NA
VSYEMFbQCN3,2,2,NA,NA,2,NA,NA,NA
VTDCAQiBP,4,4,NA,NA,4,NA,NA,NA
vtkqNRGeZJe,2,2,NA,NA,2,NA,NA,NA
vtLPEyUjAJ,3,NA,NA,NA,3,NA,NA,NA
vtMlgyRg,3,NA,NA,NA,3,NA,NA,NA
VU6n5ugF1g,3,NA,NA,NA,3,NA,NA,NA
VuB2UAmWZZz,7,7,NA,NA,7,NA,NA,NA
vuhEgrPv5b4,4,4,NA,NA,4,NA,NA,NA
VuT1NzOOWq,2,2,NA,NA,2,NA,NA,NA
VV0PydRkMX,5,NA,NA,NA,5,NA,NA,NA
VVcwFAswCWJ,1,1,NA,NA,1,NA,NA,NA
VVFjgtGHNvt,2,2,NA,NA,2,NA,NA,NA
VvMuKPQF0yy,12,12,NA,NA,12,NA,NA,NA
VvNvp9F9qKW,4,4,NA,NA,4,NA,NA,NA
VVqmtmuyzp_,7,7,NA,NA,7,NA,NA,NA
vVSPCRywG,3,3,NA,NA,3,NA,NA,NA
VvTOqYAWDMr,4,4,NA,NA,4,NA,NA,NA
VW1xDO5dYJF,7,7,NA,NA,7,NA,NA,NA
Vw4bsko0rr,2,NA,NA,NA,2,NA,NA,NA
Vw8GsPkFrd7,6,6,NA,NA,6,NA,NA,NA
vWhRBZXQ102,2,2,NA,NA,2,NA,NA,NA
VwnOrxcx_o,2,2,NA,NA,2,NA,NA,NA
vWWAg0JG3n6,3,3,NA,NA,3,NA,NA,NA
VwWSlBqJLA,4,NA,NA,NA,4,NA,NA,NA
vX0VdQyUVx9,5,5,NA,NA,5,NA,NA,NA
VxAqOYWUpF4,4,4,NA,NA,4,NA,NA,NA
vXmgZO0wM,2,NA,NA,NA,2,NA,NA,NA
vXo_9IOodu,3,3,NA,NA,3,NA,NA,NA
vY1SN1MxJAW,5,5,NA,NA,5,NA,NA,NA
vyavzz_0zEM,5,5,NA,NA,5,NA,NA,NA
vyK0JUnK7H,5,5,NA,NA,5,NA,NA,NA
VYrDJjaeFAp,5,5,NA,NA,5,NA,NA,NA
Vyrrf2Efjv6,5,5,NA,NA,5,NA,NA,NA
VYTkybpvx,3,3,NA,NA,3,NA,NA,NA
VyZt_5r774,2,NA,NA,NA,2,NA,NA,NA
vzCMYfS9VR,5,NA,NA,NA,5,NA,NA,NA
VZcXowxnW,2,2,NA,NA,2,NA,NA,NA
VzHt8HwFG,3,3,NA,NA,3,NA,NA,NA
VZIyYNyyhk,5,NA,NA,NA,5,NA,NA,NA
vZKjYS1McuE,2,2,NA,NA,2,NA,NA,NA
vZKnoTa5Ql,2,NA,NA,NA,2,NA,NA,NA
vzKsXchDSnF,20,20,NA,NA,20,NA,NA,NA
VZMdRNT3Y,3,3,NA,NA,3,NA,NA,NA
VZO70o83g2J,3,3,NA,NA,3,NA,NA,NA
vZpazvLFlQ,5,NA,NA,NA,5,NA,NA,NA
vZQBqKIcCJ,4,NA,NA,NA,4,NA,NA,NA
vzt61bfTy9,5,NA,NA,NA,5,NA,NA,NA
VzXYui56uv,2,NA,NA,NA,2,NA,NA,NA
W_3a0yqxkg,5,NA,NA,NA,5,NA,NA,NA
w_7_bPL2QR,6,NA,NA,NA,6,NA,NA,NA
W_GfZOX4sq8,3,3,NA,NA,3,NA,NA,NA
w_NnO2U_UOe,5,5,NA,NA,5,NA,NA,NA
w_sRAGjQ5Dz,3,3,NA,NA,3,NA,NA,NA
W0F0CLhe0,2,2,NA,NA,2,NA,NA,NA
w0fgYqWFZcH,3,3,NA,NA,3,NA,NA,NA
W0HOB2jmtE,2,2,NA,NA,2,NA,NA,NA
w0nswrbQRjs,2,2,NA,NA,2,NA,NA,NA
W0WchwQcXfs,3,3,NA,NA,3,NA,NA,NA
W0ydWFjYAZH,2,2,NA,NA,2,NA,NA,NA
w1cJPANW,5,NA,NA,NA,5,NA,NA,NA
w29YN8jEYCk,3,3,NA,NA,3,NA,NA,NA
W2Mrq1aYRVd,3,3,NA,NA,3,NA,NA,NA
W2Pd5EUS6xB,2,2,NA,NA,2,NA,NA,NA
w2PqkSE1tHS,4,4,NA,NA,4,NA,NA,NA
w2t2dyMtG2y,4,4,NA,NA,4,NA,NA,NA
W35d5_4Fp_,29,NA,NA,NA,29,NA,NA,NA
W3CCYJzA8ZJ,2,2,NA,NA,2,NA,NA,NA
w3cPGsUWSB,5,5,NA,NA,5,NA,NA,NA
w3DMRQtjFvV,6,6,NA,NA,6,NA,NA,NA
W3XExXYNe0,5,NA,NA,NA,5,NA,NA,NA
w47ShGO5wK,5,NA,NA,NA,5,NA,NA,NA
w4BeQYKeH,4,4,NA,NA,4,NA,NA,NA
W4DFA8YE6mo,6,6,NA,NA,6,NA,NA,NA
w4e33YcdcSR,6,6,NA,NA,6,NA,NA,NA
w4smtIzyUu,2,NA,NA,NA,2,NA,NA,NA
w5cMQC3RzU2,14,14,NA,NA,14,NA,NA,NA
W5fQBtdPnnN,4,4,NA,NA,4,NA,NA,NA
W5VgzRZAn5k,2,2,NA,NA,2,NA,NA,NA
w64CPUsGv1M,2,2,NA,NA,2,NA,NA,NA
W67YgDo_u,3,3,NA,NA,3,NA,NA,NA
w6fKo9PgsA,2,NA,NA,NA,2,NA,NA,NA
W7DAxAfUwqV,3,3,NA,NA,3,NA,NA,NA
W7qUsDaNK9,5,NA,NA,NA,5,NA,NA,NA
W7ZuXqrUdq7,5,5,NA,NA,5,NA,NA,NA
w82TESR28nf,4,4,NA,NA,4,NA,NA,NA
w8AG4WAXs,4,4,NA,NA,4,NA,NA,NA
W8uSTW8f_Q,1,1,NA,NA,1,NA,NA,NA
w9cAG5k0gf9,7,7,NA,NA,7,NA,NA,NA
W9kHExQRrG2,2,2,NA,NA,2,NA,NA,NA
W9pMAp72Ctx,3,3,NA,NA,3,NA,NA,NA
W9Qn_pGjHwm,7,3,NA,NA,7,NA,NA,NA
wA0URNmMfx,5,NA,NA,NA,5,NA,NA,NA
WA4EyRoeHna,5,5,NA,NA,5,NA,NA,NA
WA8K2Q9Shq1,5,5,NA,NA,5,NA,NA,NA
WAAa1Ghh_,8,8,NA,NA,8,NA,NA,NA
wacQ15C2rY,4,4,NA,NA,4,NA,NA,NA
wahBhSdJCJu,5,5,NA,NA,5,NA,NA,NA
wAJ493fZ4f5,3,3,NA,NA,3,NA,NA,NA
waOTpJEcin,5,NA,NA,NA,5,NA,NA,NA
WavmR4Eo0M,5,NA,NA,NA,5,NA,NA,NA
wb_077OcZ0A,1,1,NA,NA,1,NA,NA,NA
Wb2Kvdy_F8z,3,3,NA,NA,3,NA,NA,NA
wB5uU0f91G,5,NA,NA,NA,5,NA,NA,NA
WB7H_DeQXk,5,NA,NA,NA,5,NA,NA,NA
WbfEuVKB2h,4,NA,NA,NA,4,NA,NA,NA
wBjwft4l_5,2,NA,NA,NA,2,NA,NA,NA
wBU56z94om3,4,4,NA,NA,4,NA,NA,NA
wBVB8DMTbOX,2,2,NA,NA,2,NA,NA,NA
Wc0N_Uh4I,4,NA,NA,NA,4,4,4,NA
WC9bKB_py,5,NA,NA,NA,5,NA,NA,NA
WCcB0gAfGRb,3,3,NA,NA,3,NA,NA,NA
wCCuAjVpuGw,3,3,NA,NA,3,NA,NA,NA
WcFJDrdMpU,5,NA,NA,NA,5,NA,NA,NA
WCOAbmnwKzF,4,4,NA,NA,4,NA,NA,NA
wcRrxG5tQp,8,NA,NA,NA,8,NA,NA,NA
wcWJTvrkktc,2,2,NA,NA,2,NA,NA,NA
Wd0m49JhxKk,3,3,NA,NA,3,NA,NA,NA
wD1kTOfRL,3,3,NA,NA,3,NA,NA,NA
WdbPOEez6L,5,NA,NA,NA,5,NA,NA,NA
wDCphWrVJ2,8,NA,NA,NA,8,NA,NA,NA
wdE7zO_I5,5,5,NA,NA,5,NA,NA,NA
wdfH6xmZS,3,NA,NA,NA,3,NA,NA,NA
wdIZnmmpiB,5,5,NA,NA,5,NA,NA,NA
wdNu4rEF9rH,3,3,NA,NA,3,NA,NA,NA
wdrmBY2VBgm,3,3,NA,NA,3,NA,NA,NA
WDzbU5WnFNn,5,5,NA,NA,5,NA,NA,NA
wecvoc0cBA7,2,2,NA,NA,2,NA,NA,NA
wEjxPagodAt,3,3,NA,NA,3,NA,NA,NA
wEmsXpLc0,2,NA,NA,NA,2,NA,NA,NA
WEoOuGJVnbb,3,3,NA,NA,3,NA,NA,NA
WEoSbBfqEDx,6,6,NA,NA,6,NA,NA,NA
WEoY1pwRejM,2,2,NA,NA,2,NA,NA,NA
Wep9cRQArXd,2,2,NA,NA,2,NA,NA,NA
wEPaCRa3avk,3,3,NA,NA,3,NA,NA,NA
WeRem2hra,5,NA,NA,NA,5,NA,NA,NA
WEXpCqDvhg5,3,3,NA,NA,3,NA,NA,NA
wFcQvdMAeUB,5,5,NA,NA,5,NA,NA,NA
WFH2Pzlo,2,NA,NA,NA,2,NA,NA,NA
WFjuw5yKyee,5,5,NA,NA,5,NA,NA,NA
WFRKtcKMX,4,NA,NA,NA,4,NA,NA,NA
wfYGClz9W,2,NA,NA,NA,2,NA,NA,NA
WFzWGdStNOu,5,5,NA,NA,5,NA,NA,NA
wG2oLcwaF,3,NA,NA,NA,3,NA,NA,NA
WG3rAzA8hAC,5,5,NA,NA,5,NA,NA,NA
WG600cXaNZ,5,5,NA,NA,5,NA,NA,NA
wgaGy_bWg,6,6,NA,NA,6,NA,NA,NA
wGEVa0tJkev,2,2,NA,NA,2,NA,NA,NA
wGjFzU4Pbnq,6,6,NA,NA,6,NA,NA,NA
WgjWbrowDo,2,2,NA,NA,2,NA,NA,NA
wgUziy2NeU,5,NA,NA,NA,5,NA,NA,NA
wHAgADd4ou4,4,4,NA,NA,4,NA,NA,NA
wHcRQjWps,24,NA,NA,NA,24,NA,NA,NA
Whs38uqQM,28,28,NA,NA,28,NA,NA,NA
whYL9gzDRY,8,NA,NA,NA,8,NA,NA,NA
wIh7iw3bt,5,5,NA,NA,5,NA,NA,NA
WIIICqLoM,3,NA,NA,NA,3,3,3,NA
WIMs2ewdTG,2,NA,NA,NA,2,NA,NA,NA
wJ54frK_B,8,8,NA,NA,8,NA,NA,NA
Wjfp04J5G2W,4,4,NA,NA,4,NA,NA,NA
Wjht2Bj9Y,3,3,NA,NA,3,NA,NA,NA
WJJ7tcmUC44,2,2,NA,NA,2,NA,NA,NA
wJoMsbv2WXU,8,8,NA,NA,8,NA,NA,NA
WjPNACsWOBt,4,4,NA,NA,4,NA,NA,NA
Wjq_WiDY,2,2,NA,NA,2,NA,NA,NA
WjXHwea0rWS,7,7,NA,NA,7,NA,NA,NA
WK4QDMG5_Dg,2,2,NA,NA,2,NA,NA,NA
WKJBVVpkPHe,2,2,NA,NA,2,NA,NA,NA
WKqDKG9hH,6,6,NA,NA,6,NA,NA,NA
WKqL4wsBHz,121,NA,NA,NA,121,NA,NA,NA
WkYKooqun,3,NA,NA,NA,3,NA,NA,NA
wlBuIJCuq,5,NA,NA,NA,5,NA,NA,NA
wlDTrmook,3,3,NA,NA,3,NA,NA,NA
WLvvPj7NX,2,2,NA,NA,2,NA,NA,NA
wm4FYtL5O4,2,NA,NA,NA,2,NA,NA,NA
wmaY4fNpjMk,5,5,NA,NA,5,NA,NA,NA
WMDmB4nbJV,5,NA,NA,NA,5,NA,NA,NA
wmElYxqGV_,2,NA,NA,NA,2,NA,NA,NA
wmhyGCechYM,5,5,NA,NA,5,NA,NA,NA
WMROGHkx7QO,2,2,NA,NA,2,NA,NA,NA
wmZkOVAsAhF,3,3,NA,NA,3,NA,NA,NA
Wnb84kz_jI,2,NA,NA,NA,2,NA,NA,NA
wnmBr8vzwS,5,NA,NA,NA,5,NA,NA,NA
WNmSgP_5d,5,NA,NA,NA,5,NA,NA,NA
wnt9gshxetg,5,5,NA,NA,5,NA,NA,NA
WNTAAhVDPZo,5,5,NA,NA,5,NA,NA,NA
wNXgiHId_X,5,NA,NA,NA,5,NA,NA,NA
wnxOB3s9r2B,24,24,NA,NA,24,NA,NA,NA
WNy4_JNmRV5,113,113,NA,NA,113,NA,NA,NA
wO1S5qLqS,3,3,NA,NA,3,NA,NA,NA
wO68SVeYEMe,2,2,NA,NA,2,NA,NA,NA
wObZCDCnd0x,4,4,NA,NA,4,NA,NA,NA
WOF3AwABggg,3,3,NA,NA,3,NA,NA,NA
WoGHRMKDkeE,5,5,NA,NA,5,NA,NA,NA
WOOssKs0hG,2,NA,NA,NA,2,NA,NA,NA
wOYZjoDTOrH,7,7,NA,NA,7,NA,NA,NA
wP_LhYK1,3,3,NA,NA,3,NA,NA,NA
wpHWdxXa2pu,14,14,NA,NA,14,NA,NA,NA
WpOXAecQqHZ,4,4,NA,NA,4,NA,NA,NA
wQSup1xIYZ,3,NA,NA,NA,3,NA,NA,NA
wqYXomMtAar,3,3,NA,NA,3,NA,NA,NA
wR0mzEeUK,5,NA,NA,NA,5,NA,NA,NA
wRak83NqkYs,3,3,NA,NA,3,NA,NA,NA
wrCroz_d4c,3,NA,NA,NA,3,NA,NA,NA
wrfUGjRu4_m,4,4,NA,NA,4,NA,NA,NA
WrlRYw9rP_,2,NA,NA,NA,2,NA,NA,NA
WrSGz3a11s,5,NA,NA,NA,5,NA,NA,NA
WrUPEhEkuj7,5,5,NA,NA,5,NA,NA,NA
wrWOYG__I,2,2,NA,NA,2,NA,NA,NA
Wrx8m2Wz843,11,11,NA,NA,11,NA,NA,NA
ws7YZE24_XH,4,4,NA,NA,4,NA,NA,NA
wsbpVXC9l,2,NA,NA,NA,2,NA,NA,NA
wSHl0_5X8E,11,NA,NA,NA,11,NA,NA,NA
WssDrhnrpTZ,5,5,NA,NA,5,NA,NA,NA
WSt_F526VR,5,NA,NA,NA,5,NA,NA,NA
wSXXzXr1ue5,3,3,NA,NA,3,NA,NA,NA
